_gloss,videos,signers,is_candidate,clears_bar
IMMATURE,30,27,False,True
IMMERSE,30,27,False,True
IMPACT,30,28,False,True
IMPRESS,30,27,False,True
INCREDIBLE,30,27,False,True
INDIAN,30,26,False,True
INFECTION,30,27,False,True
INJECT,30,28,False,True
INNOCENT,30,27,False,True
INSIDE,30,25,False,True
INSPIRE,30,27,False,True
INSTEAD,30,27,False,True
INSTINCT,30,29,False,True
INSULT,30,29,False,True
INSURANCE,30,29,False,True
INTELLIGENT,30,27,False,True
INTENTIONAL,30,28,False,True
INTERNET,30,28,False,True
INTERPRET,30,25,False,True
INTERPRETER,30,28,False,True
INVISIBLE,30,27,False,True
IRON1,30,28,False,True
IRON2,30,27,False,True
IRON3,30,28,False,True
ISRAEL,30,28,False,True
JACKET1,30,29,False,True
JACKET2,30,26,False,True
JACKET4,30,28,False,True
JAWDROP,30,25,False,True
JELLY,30,28,False,True
JELLYFISH,30,30,False,True
JOIN,30,27,False,True
JOURNEY,30,27,False,True
JUGGLER,30,30,False,True
JUICE2,30,27,False,True
JUMPROPE,30,29,False,True
KANGAROO1,30,27,False,True
KICK1,30,27,False,True
KICK2,30,29,False,True
KID,30,30,False,True
KILL,30,26,False,True
KINDERGARTEN,30,27,False,True
KISSONCHEEK,30,27,False,True
KITE1,30,29,False,True
KNIFE1,30,29,False,True
KNIFE2,30,29,False,True
KNIGHT3,30,26,False,True
KNIGHT4,30,26,False,True
KNITTING1,30,29,False,True
KNITTING2,30,29,False,True
KNOCK,30,27,False,True
KNOCKOFF,30,29,False,True
KNOWNOTHING,30,26,False,True
LAMP1,30,29,False,True
LANGUAGE,30,29,False,True
LASTWEEK,30,27,False,True
LAWYER,30,28,False,True
LEAD,30,30,False,True
LEAF1,30,29,False,True
LEAF2,30,28,False,True
LEAGUE,30,26,False,True
LEAK,30,29,False,True
LEAVE,30,28,False,True
LEMON2,30,28,False,True
LEND,30,29,False,True
LESBIAN,30,27,False,True
LESSON,30,27,False,True
LETTER1,30,28,False,True
LICK2,30,27,False,True
LIFT2,30,28,False,True
LIGHTSON,30,26,False,True
LIMITED,30,27,False,True
LINE,30,29,False,True
LINGUISTICS,30,28,False,True
LIPS,30,27,False,True
LISTEN,30,26,False,True
LIVE1,30,28,False,True
LIVE2,30,29,False,True
LOAD1,30,28,False,True
LOAD2,30,27,False,True
LOBSTER2,30,29,False,True
LOBSTER3,30,28,False,True
LOCKER,30,25,False,True
LONELY,30,28,False,True
LONG,30,29,False,True
LOOKBACK,30,28,False,True
LOOKFOR,30,28,False,True
LOOKFORWARD,30,27,False,True
LOOKLIKE,30,29,False,True
LOVE,30,27,False,True
LOYAL,30,28,False,True
MAD,30,27,False,True
MAGNET1,30,26,False,True
MAIL2,30,28,False,True
MAILMAN,30,27,False,True
MAJOR,30,28,False,True
MANAGE,30,27,False,True
MARCH,30,27,False,True
MARRY,30,28,False,True
MASSAGE,30,27,False,True
MEACULPA,30,29,False,True
MEAN1,30,28,False,True
MEASURE2,30,27,False,True
MEDITATE2,30,27,False,True
MELON,30,27,False,True
MEMBER,30,26,False,True
MENTION,30,30,False,True
MEXICAN2,30,26,False,True
MICROPHONE,30,27,False,True
MILK1,30,29,False,True
MIME,30,26,False,True
MINIMUM1,30,29,False,True
MISS,30,27,False,True
MISSING,30,28,False,True
MIX2,30,29,False,True
MONSTER,30,26,False,True
MOOSE,30,28,False,True
MOP2,30,27,False,True
MOTIVATION1,30,29,False,True
MOUNTAIN2,30,28,False,True
MUMMY,30,26,False,True
MURDER,30,27,False,True
MUSCLE,30,27,False,True
MUSHROOM,30,29,False,True
MY,30,28,False,True
NAIL,30,27,False,True
NAKED,30,26,False,True
NAVEL,30,26,False,True
NAVY,30,28,False,True
NECK,30,27,False,True
NECKLACE4,30,28,False,True
NEEDLE,30,28,False,True
NEPHEW,30,29,False,True
NERVE,30,28,False,True
NET,30,29,False,True
NEWSPAPER,30,30,False,True
NEWSTOME,30,27,False,True
NEWYORK,30,28,False,True
NEXTTO,30,27,False,True
NEXTYEAR,30,28,False,True
NOBIGDEAL,30,27,False,True
NOISE,30,29,False,True
NOOSE,30,26,False,True
NOT,30,29,False,True
NOTCARE,30,28,False,True
NOTHINGATALL,30,28,False,True
NOTMIND,30,30,False,True
NOTUNDERSTAND,30,26,False,True
NUMBERS,30,28,False,True
NURSE,30,28,False,True
NUT2,30,26,False,True
OBSESS,30,28,False,True
OBVIOUS,30,28,False,True
OCEAN,30,27,False,True
OFFHAND,30,27,False,True
OFFICE,30,28,False,True
OHISEE,30,28,False,True
OIL1,30,29,False,True
OIL3,30,28,False,True
OLDEST,30,26,False,True
ON,30,27,False,True
ONCE,30,28,False,True
ONEMORE1,30,27,False,True
ONEYEARAGO,30,29,False,True
OOH,30,26,False,True
OPENBOOK,30,29,False,True
OPENWALLET,30,28,False,True
OPERATEMACHINE,30,27,False,True
OPINION1,30,28,False,True
OPTION,30,28,False,True
ORAL,30,28,False,True
ORDER2,30,29,False,True
OUTSIDE,30,27,False,True
OVER,30,27,False,True
OVERLOOK,30,28,False,True
OVERNIGHT,30,28,False,True
PACK,30,29,False,True
PAGEANT,30,26,False,True
PAIR,30,28,False,True
PANTS1,30,30,False,True
PARACHUTE3,30,26,False,True
PARADE,30,29,False,True
PARALLEL,30,27,False,True
PARANOID,30,29,False,True
PARK,30,29,False,True
PASS,30,27,False,True
PAST,30,27,False,True
PAYOFFBILLS,30,26,False,True
PEANUTBUTTER,30,28,False,True
PEAR,30,28,False,True
PEEL1,30,30,False,True
PEEL3,30,28,False,True
PENGUIN,30,28,False,True
PERMISSION,30,27,False,True
PERSPECTIVE,30,27,False,True
PHARMACIST,30,28,False,True
PHILADELPHIA,30,27,False,True
PHOTOGRAPHY,30,28,False,True
PICKLE,30,28,False,True
PICNIC,30,27,False,True
PIG,30,28,False,True
PINEAPPLE1,30,29,False,True
PINEAPPLE2,30,29,False,True
PINEAPPLE5,30,26,False,True
PINON,30,27,False,True
PIPE3,30,29,False,True
PIPE4,30,27,False,True
PJS,30,28,False,True
PLAIN,30,26,False,True
PLATFORM,30,27,False,True
PLENTY,30,28,False,True
PLIERS,30,28,False,True
PLOW1,30,29,False,True
POINT,30,28,False,True
POOLGAME,30,28,False,True
POPE,30,27,False,True
PORCUPINE,30,26,False,True
POSTPONE,30,27,False,True
POTATO,30,29,False,True
POWER,30,28,False,True
PREDICT,30,28,False,True
PREGNANT,30,26,False,True
PRETTY,30,29,False,True
PRINCE,30,26,False,True
PRINCIPAL,30,27,False,True
PRISON,30,28,False,True
PROBLEM2,30,29,False,True
PROFOUNDLYDEAF,30,27,False,True
PROGRAM,30,27,False,True
PROOF,30,27,False,True
PROPOSE,30,29,False,True
PROXIMALIZATION,30,25,False,True
PUBLIC,30,27,False,True
PULL,30,27,False,True
PUNCHFACE,30,27,False,True
PUT,30,27,False,True
PUTASIDE,30,28,False,True
PUTINBACKMIND,30,25,False,True
PUZZLED,30,29,False,True
QTIP,30,27,False,True
QUARTER,30,29,False,True
QUEEN,30,28,False,True
RABBIT1,30,29,False,True
RAINBOW,30,27,False,True
RAISIN,30,25,False,True
RAT,30,28,False,True
RAZOR2,30,29,False,True
REACH,30,26,False,True
READY,30,27,False,True
REALLYINTO,30,27,False,True
REALSICK,30,30,False,True
REDFACED,30,27,False,True
REDUCE,30,29,False,True
REFLECT,30,28,False,True
REFRIGERATOR,30,27,False,True
REFUSE,30,27,False,True
RELATIONSHIP,30,29,False,True
RELAX1,30,28,False,True
RELAX2,30,28,False,True
RELIEF,30,27,False,True
REMEMBER1,30,27,False,True
REQUEST,30,25,False,True
RESCUE,30,29,False,True
RESIST,30,27,False,True
REST,30,28,False,True
RESTLESS,30,27,False,True
REVENGE,30,29,False,True
RIBBONAWARD,30,26,False,True
RIDE2,30,27,False,True
RISK,30,28,False,True
ROAR2,30,26,False,True
ROCKET1,30,27,False,True
ROCKET2,30,28,False,True
ROLE,30,28,False,True
ROLLERBLADING,30,29,False,True
ROLLERSKATING,30,29,False,True
ROLLUPSLEEVES,30,28,False,True
ROOF,30,27,False,True
ROOM,30,29,False,True
ROOMMATE,30,27,False,True
ROOSTER,30,28,False,True
RUIN,30,27,False,True
RUN2,30,26,False,True
RUNOUTOF,30,27,False,True
RUSSIA,30,29,False,True
SALAD,30,29,False,True
SAME1,30,28,False,True
SANDWICH1,30,29,False,True
SANDWICH3,30,29,False,True
SANDWICH4,30,26,False,True
SATURDAY,30,28,False,True
SAVEMONEY,30,28,False,True
SAXOPHONE,30,26,False,True
SCAN,30,28,False,True
SCARF1,30,28,False,True
SCARF3,30,26,False,True
SCARF4,30,28,False,True
SCARMEMORY,30,27,False,True
SCIENTIST,30,29,False,True
SCORE,30,25,False,True
SCOUT,30,27,False,True
SCREWDRIVER2,30,28,False,True
SCROLLDOWN,30,30,False,True
SECRET,30,28,False,True
SENIORCITIZEN,30,27,False,True
SENSITIVE,30,28,False,True
SENTENCE1,30,28,False,True
SEQUENCE,30,27,False,True
SERIOUS,30,28,False,True
SEVEN,30,27,False,True
SHAKESPEARE,30,28,False,True
SHAME,30,28,False,True
SHAMEONYOU,30,27,False,True
SHAPE,30,27,False,True
SHARP1,30,29,False,True
SHARP2,30,28,False,True
SHARPEN3,30,28,False,True
SHAVE5,30,28,False,True
SHOES,30,28,False,True
SHOOT1,30,27,False,True
SHOOTING,30,27,False,True
SHORTWORD,30,30,False,True
SHOULD,30,27,False,True
SHOULDER3,30,27,False,True
SHOUT1,30,26,False,True
SHOUT2,30,26,False,True
SHOVEL2,30,29,False,True
SHOW,30,28,False,True
SHOWER,30,27,False,True
SHUTOUT,30,27,False,True
SIGNINGFLUENTLY,30,27,False,True
SIGNPAPER,30,29,False,True
SILLY,30,28,False,True
SILVER,30,28,False,True
SINGLE,30,29,False,True
SINGLEOUT,30,28,False,True
SIREN,30,27,False,True
SKIRT,30,28,False,True
SKUNK,30,28,False,True
SLED1,30,26,False,True
SLED2,30,27,False,True
SLICE2,30,27,False,True
SLICE4,30,28,False,True
SLIDE1,30,27,False,True
SMILE2,30,28,False,True
SMOKE,30,27,False,True
SNAIL,30,26,False,True
SNAKE,30,27,False,True
SNAPSTICK,30,28,False,True
SNOB,30,28,False,True
SNOW2,30,29,False,True
SNOWMAN,30,27,False,True
SO,30,27,False,True
SOAP1,30,29,False,True
SOCCER1,30,28,False,True
SODA,30,28,False,True
SOFT,30,28,False,True
SOFTBALL,30,26,False,True
SOMERSAULT1,30,29,False,True
SOMETIMES,30,27,False,True
SOUND,30,27,False,True
SOUR,30,27,False,True
SOUTH,30,29,False,True
SOW,30,26,False,True
SPECIALIST,30,28,False,True
SPECIFIC,30,25,False,True
SPENDLOTSOFMONEY,30,28,False,True
SPILL1,30,26,False,True
SPLASH-CA,30,26,False,True
SPREAD1,30,28,False,True
SPREAD3,30,28,False,True
SPRING,30,28,False,True
SQUARE,30,29,False,True
STACK1,30,28,False,True
STACK3,30,28,False,True
STADIUM,30,27,False,True
STAFF,30,28,False,True
STAMP1,30,27,False,True
STAMP2,30,27,False,True
STAPLER,30,30,False,True
STARE,30,27,False,True
STAY,30,27,False,True
STEAM,30,28,False,True
STETHOSCOPE1,30,28,False,True
STETHOSCOPE2,30,29,False,True
STILL,30,27,False,True
STIMULATE,30,27,False,True
STOPWATCH,30,29,False,True
STORY3,30,27,False,True
STRAIN2,30,26,False,True
STRAW,30,28,False,True
STRAWBERRY3,30,28,False,True
STRAWBERRY4,30,28,False,True
STRICT,30,29,False,True
STRONG,30,28,False,True
STRUCTURE,30,27,False,True
STRUGGLE,30,27,False,True
STUBBORN,30,29,False,True
STUCK,30,28,False,True
STUDY,30,29,False,True
STUMBLE,30,29,False,True
STUPID1,30,28,False,True
SUIT,30,27,False,True
SUMMER,30,28,False,True
SUMMON,30,28,False,True
SUNBATHE1,30,26,False,True
SUNDAY,30,28,False,True
SUNSET,30,28,False,True
SUPERVISE,30,27,False,True
SUPPORT1,30,27,False,True
SURE,30,29,False,True
SURGERY,30,27,False,True
SUSPENDERS2,30,27,False,True
SWALLOW,30,28,False,True
SWEARIN,30,29,False,True
SWEAT,30,27,False,True
SWEATER1,30,28,False,True
SWEATSHIRT,30,30,False,True
SWING2,30,28,False,True
SYSTEM,30,27,False,True
TAKE,30,29,False,True
TAKEPILL,30,25,False,True
TALKDIRTY,30,24,False,True
TAN,30,27,False,True
TANKTOP,30,29,False,True
TAPE,30,27,False,True
TEA,30,28,False,True
TEETH,30,30,False,True
TELL,30,29,False,True
TEMPORARY,30,28,False,True
TENDENCY,30,27,False,True
TEST,30,30,False,True
THEATRE,30,28,False,True
THEORY,30,29,False,True
THERE,30,29,False,True
THERMOMETER,30,30,False,True
THESE,30,27,False,True
THIN,30,28,False,True
THINKOBSESS,30,26,False,True
THINKPENETRATE,30,27,False,True
THIS/IT,30,26,False,True
THOUGHTDISAPPEAR,30,27,False,True
THRILLED,30,27,False,True
THROW1,30,27,False,True
THROWAWAY,30,26,False,True
THUNDER,30,27,False,True
THURSDAY,30,28,False,True
TICKLE,30,29,False,True
TIE1,30,29,False,True
TIEUP1,30,28,False,True
TIMEOUT,30,28,False,True
TIMEPROGRESS,30,27,False,True
TISSUE,30,30,False,True
TOAGOAL,30,27,False,True
TOGETHER,30,27,False,True
TOOTHBRUSH,30,29,False,True
TOOTHBRUSH-CA,30,27,False,True
TOPIC,30,27,False,True
TORNADO,30,29,False,True
TOSS,30,29,False,True
TOSSOUT,30,29,False,True
TOTAL,30,29,False,True
TOUCH,30,28,False,True
TOUGH,30,29,False,True
TOW1,30,28,False,True
TOWEL,30,28,False,True
TOY2,30,26,False,True
TRAFFIC,30,29,False,True
TRANSGENDER,30,26,False,True
TRASH,30,29,False,True
TRIM1,30,28,False,True
TRIP2,30,28,False,True
TROPHY,30,28,False,True
TRUCK1,30,26,False,True
TRUEBUSINESS,30,28,False,True
TRY,30,29,False,True
TUBETOP,30,30,False,True
TURBAN,30,27,False,True
TURKEY1,30,28,False,True
TURNAROUND,30,27,False,True
TURNKEY,30,29,False,True
TWOOFUS,30,27,False,True
TWOWEEKS,30,28,False,True
UGLY,30,28,False,True
UNAWARE,30,28,False,True
UNDER,30,28,False,True
UNDERWEAR2,30,28,False,True
UNIQUE,30,27,False,True
UNIVERSE,30,28,False,True
UNTIL,30,28,False,True
UP,30,30,False,True
UPSET2,30,28,False,True
USE,30,28,False,True
VAGINA,30,26,False,True
VALIDATE,30,27,False,True
VALUE,30,27,False,True
VAMPIRE,30,29,False,True
VANILLA,30,27,False,True
VANISH,30,27,False,True
VASE,30,29,False,True
VERY,30,27,False,True
VIDEOCAMERA2,30,28,False,True
VISION,30,28,False,True
VISIT,30,27,False,True
VISUALIZE,30,27,False,True
VOCABULARY,30,27,False,True
VOLLEYBALL,30,28,False,True
VOLUNTEER,30,27,False,True
W.H.A.T,30,28,False,True
WADE1,30,27,False,True
WADE2,30,27,False,True
WAIT,30,28,False,True
WAITER,30,29,False,True
WALLET,30,30,False,True
WALRUS,30,27,False,True
WAND,30,26,False,True
WANT2,30,28,False,True
WAR,30,29,False,True
WASHFACE1,30,27,False,True
WASHFACE2,30,28,False,True
WAY,30,28,False,True
WEEKEND,30,27,False,True
WEIGHT,30,28,False,True
WEIRD,30,27,False,True
WELL,30,28,False,True
WEST,30,28,False,True
WET,30,28,False,True
WHEEL,30,27,False,True
WHEELBARROW,30,26,False,True
WHILE,30,28,False,True
WHYNOT,30,27,False,True
WIDE,30,29,False,True
WIFE,30,30,False,True
WILL,30,27,False,True
WINDOWOPEN,30,25,False,True
WINDY,30,27,False,True
WISE,30,28,False,True
WITCH2,30,27,False,True
WITH,30,28,False,True
WITHOUT,30,28,False,True
WOMAN2,30,26,False,True
WOOD,30,29,False,True
WORKSHOP,30,27,False,True
WORSE,30,29,False,True
WRAP,30,28,False,True
WRONG,30,28,False,True
YAWN4,30,28,False,True
YOUNG,30,28,False,True
ZIPPER,30,30,False,True
ZOOMIN,30,28,False,True
ACCIDENT,29,27,False,True
ACCOMPLISH,29,27,False,True
ADULT,29,28,False,True
AGAIN,29,27,False,True
AGREEMENT,29,29,False,True
AMAZING,29,29,False,True
ARM2,29,27,False,True
ARRIVE,29,28,False,True
BLEED,29,28,False,True
BRA2,29,27,False,True
BRUSH,29,28,False,True
BUN,29,28,False,True
CALL1,29,29,False,True
CANOE,29,29,False,True
CAPE,29,27,False,True
CASTLE2,29,29,False,True
CAT2,29,26,False,True
CATCHBASEBALL,29,27,False,True
CAUSE,29,28,False,True
CELEBRATE,29,28,False,True
CHANGE,29,27,False,True
CHEAT2,29,28,False,True
CHERISH,29,27,False,True
CHICAGO,29,27,False,True
CLOUD3,29,27,False,True
CLUELESS,29,26,False,True
CONDUCT1,29,28,False,True
CONDUCT2,29,28,False,True
CONDUCT3,29,27,False,True
CONFLICT,29,27,False,True
CRAZY,29,29,False,True
CURL1,29,28,False,True
DART,29,28,False,True
DEVIL,29,28,False,True
DINOSAUR1,29,28,False,True
DIP3,29,28,False,True
DOLL,29,28,False,True
DOLPHIN2,29,28,False,True
DOWN,29,27,False,True
DRAW,29,29,False,True
DRIBBLE,29,27,False,True
DROWN1,29,27,False,True
DROWN3,29,28,False,True
DUCK1,29,27,False,True
EAGLE2,29,27,False,True
EARN,29,28,False,True
ECLIPSE,29,26,False,True
ENJOY,29,28,False,True
ENVELOPE4,29,27,False,True
ESCALATE,29,26,False,True
EXPERT,29,28,False,True
FACULTY,29,27,False,True
FEBRUARY,29,27,False,True
FINALLY,29,27,False,True
FISHING2,29,27,False,True
FLAG2,29,26,False,True
FOCUS,29,28,False,True
FOLLOW3,29,28,False,True
FORFEIT,29,29,False,True
FORMER,29,27,False,True
FRANCE,29,29,False,True
FREE,29,26,False,True
FRENCH,29,28,False,True
FRISK,29,26,False,True
FULL,29,29,False,True
FURNITURE,29,27,False,True
GOD,29,29,False,True
GRANDMOTHER,29,28,False,True
GRAPES2,29,28,False,True
GUN1,29,28,False,True
HALFHOUR,29,27,False,True
HATBRIM,29,28,False,True
HEAR1,29,27,False,True
HELICOPTER1,29,28,False,True
HIGH,29,27,False,True
HOMEWORK,29,28,False,True
HOTCOMPETITION,29,27,False,True
HUMBLE,29,28,False,True
IDEA,29,29,False,True
IPHONE,29,28,False,True
ISLAND,29,28,False,True
ITCH,29,27,False,True
JUGGLE,29,28,False,True
KEEP,29,26,False,True
KISS2,29,28,False,True
KITE2,29,27,False,True
KNIGHT2,29,28,False,True
LECTURE,29,27,False,True
LESS,29,27,False,True
LETKNOW,29,29,False,True
LIGHTCANDLE,29,28,False,True
LIGHTWEIGHT,29,28,False,True
LOBSTER1,29,26,False,True
LONGAGO,29,28,False,True
LONGTIME,29,27,False,True
MAGIC,29,28,False,True
MAKEBELIEVE,29,28,False,True
MATCH,29,29,False,True
MEETING,29,26,False,True
MOON,29,28,False,True
MOP1,29,28,False,True
MUSIC,29,27,False,True
NECKLACE2,29,28,False,True
NEGATIVE,29,26,False,True
NEXTDOWN,29,27,False,True
OVERTAKE,29,27,False,True
OWL,29,27,False,True
PAINT,29,28,False,True
PERCEIVE,29,28,False,True
PERCENT,29,27,False,True
PERSISTENT,29,27,False,True
PET2,29,28,False,True
PILLOW1,29,28,False,True
PINCH2,29,27,False,True
POLISH,29,27,False,True
POOR,29,28,False,True
POP1,29,28,False,True
POP2,29,28,False,True
POSITIVE,29,27,False,True
PREACHER,29,29,False,True
PRESIDENT,29,27,False,True
PRESSINMIND,29,28,False,True
PROCESS,29,28,False,True
PSYCHOLOGIST,29,28,False,True
RACE,29,27,False,True
RACECARTRACK,29,28,False,True
REMIND,29,26,False,True
REPLACE,29,28,False,True
RESENT,29,28,False,True
RESPECT,29,27,False,True
RHINO1,29,27,False,True
ROAR1,29,28,False,True
RUNFAUCET,29,28,False,True
SAFE,29,26,False,True
SAIL1,29,27,False,True
SANDALS,29,28,False,True
SAW2,29,28,False,True
SELL,29,28,False,True
SEVERAL,29,27,False,True
SHAMPOO,29,27,False,True
SHARK2,29,27,False,True
SHIELD,29,28,False,True
SIGNLANGUAGE,29,28,False,True
SLICE3,29,26,False,True
SMOKING,29,28,False,True
SNOW1,29,27,False,True
SOCIAL,29,28,False,True
SOMERSAULT2,29,28,False,True
STACK2,29,27,False,True
STAND2,29,27,False,True
STEAK,29,27,False,True
STETHOSCOPE3,29,27,False,True
STETHOSCOPE4,29,27,False,True
STRAIN1,29,28,False,True
STRETCH-CA,29,28,False,True
STRETCH1,29,28,False,True
SUN,29,27,False,True
SUNBATHE2,29,26,False,True
SUSPENDERS1,29,29,False,True
SWEET,29,28,False,True
SWIM2,29,28,False,True
TABLET,29,28,False,True
TAIL1,29,26,False,True
TALL1,29,27,False,True
TASTE,29,27,False,True
TEAR,29,28,False,True
THINKEXPAND,29,26,False,True
THIRSTY,29,27,False,True
TO,29,26,False,True
TREE,29,27,False,True
TRIM2,29,27,False,True
TRIPLE,29,28,False,True
TV,29,28,False,True
UNICORN,29,26,False,True
VIDEOGAME,29,27,False,True
VILLAGE,29,27,False,True
WEATHER,29,27,False,True
WINDMILL2,29,28,False,True
WORRY,29,27,False,True
WRAPUP2,29,26,False,True
YAY,29,26,False,True
YEAH,29,28,False,True
BALL,28,26,False,True
CARROT3,28,26,False,True
HAIR1,28,27,False,True
HANGCLOTHES,28,25,False,True
OUT,28,27,False,True
BASKETBALL2,24,21,False,False
BASKETBALL3,24,20,False,False
CANCER2,24,21,False,False
DEVELOP2,24,20,False,False
DINNER2,24,21,False,False
DOG3,24,21,False,False
DRAG2,24,21,False,False
EAT2,24,23,False,False
HALLOWEEN2,24,22,False,False
HOSPITAL2,24,21,False,False
HURDLE/TRIP2,24,22,False,False
LUNCH2,24,22,False,False
MOVIE2,24,22,False,False
TWINS2,24,21,False,False
AXE2,23,20,False,False
BACKPACK2,23,20,False,False
BELIEVE2,23,21,False,False
BITE2,23,20,False,False
BREAKFAST2,23,21,False,False
CALENDAR2,23,22,False,False
CANCEL2,23,22,False,False
CHRISTMAS2,23,21,False,False
CONFUSED2,23,20,False,False
DARK2,23,21,False,False
DEAF2,23,21,False,False
DECIDE2,23,22,False,False
DOG4,23,20,False,False
DOWNSIZE2,23,20,False,False
EDIT2,23,21,False,False
ELEVATOR2,23,22,False,False
FINE2,23,22,False,False
FOREIGNER2,23,22,False,False
LOCK2,23,21,False,False
MICROSCOPE3,23,21,False,False
NIGHT2,23,21,False,False
NOON2,23,22,False,False
PARTY2,23,21,False,False
RECENT2,23,22,False,False
RESEARCH2,23,22,False,False
RIVER2,23,21,False,False
ROCKINGCHAIR2,23,22,False,False
SPECIAL2,23,20,False,False
TAKEOFF2,23,19,False,False
THIRD2,23,22,False,False
WHATFOR2,23,21,False,False
WHATFOR3,23,22,False,False
BELT2,22,20,False,False
CLOUD2,22,21,False,False
DEMAND2,22,21,False,False
GUESS2,22,21,False,False
MECHANIC2,22,19,False,False
PATIENT3,22,21,False,False
SHAVE2,22,22,False,False
THEY2,22,20,False,False
TYPE2,22,22,False,False
BEE2,21,19,False,False
LETTUCE2,21,21,False,False
